"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
3.31991873401697e-09,0.459057112984794,0.607,0.418,4.55293655183088e-05,"2","COX6C"
3.71447670839872e-09,0.292184221741094,0.675,0.468,5.094033357898e-05,"2","CD99"
4.04466007988236e-09,0.269869387846533,0.781,0.61,5.54684683355067e-05,"2","EIF4A2"
4.30539926402672e-09,0.846911567168665,0.287,0.165,5.90442455068624e-05,"2","PDCD5"
5.73457102594689e-09,0.745609824488592,0.381,0.23,7.86439070498356e-05,"2","RWDD1"
6.55200262045554e-09,0.478577127557387,0.298,0.166,8.98541639369273e-05,"2","PSIP1"
6.94755770895474e-09,0.408853363941265,0.63,0.463,9.52788064206053e-05,"2","LDHA"
7.43820133859651e-09,0.284232669683503,0.905,0.748,0.000102007493157512,"2","TOMM7"
9.62993421854164e-09,0.332989389455147,0.948,0.844,0.00013206491787308,"2","ACTG1"
1.08961345188739e-08,0.46404599282516,0.273,0.146,0.000149429588791837,"2","PRKCQ-AS1"
1.15879689427337e-08,0.611890724531547,0.266,0.145,0.00015891740608065,"2","ABHD14B"
2.05643244152488e-08,0.47442188638442,0.323,0.191,0.000282019145030722,"2","BUB3"
2.69102854313973e-08,0.751075470397186,0.409,0.263,0.000369047654406182,"2","PSMC5"
2.80254417529662e-08,0.452501778493989,0.404,0.256,0.000384340908200178,"2","ABRACL"
3.31276083341237e-08,0.410270826293681,0.668,0.505,0.000454312020694173,"2","HSP90AA1"
4.36288600749287e-08,0.517178873819422,0.336,0.205,0.000598326187067572,"2","TERF2IP"
4.64066145931251e-08,0.496530798020201,0.296,0.171,0.000636420312530118,"2","ADD3"
4.65113198035254e-08,0.406304087033707,0.607,0.457,0.000637856239785547,"2","RAN"
5.01012592279599e-08,0.476779504296464,0.485,0.333,0.000687088669052242,"2","BTG2"
5.71695185442321e-08,0.35778364999013,0.42,0.265,0.000784022777315598,"2","C9orf78"
8.91497149292229e-08,0.274956220939461,0.528,0.335,0.00122259919053936,"2","CD7"
9.46554183341582e-08,0.511809684730721,0.307,0.185,0.00129810440703465,"2","SBDS"
1.34687411265674e-07,0.586246973822564,0.397,0.267,0.00184710315809745,"2","ARHGDIA"
1.40554473549575e-07,0.437204060425346,0.327,0.199,0.00192756405025887,"2","CAPN2"
1.78939382619026e-07,0.438717866367899,0.542,0.386,0.00245397469323732,"2","MIF"
2.08165201181388e-07,0.851323690671711,0.278,0.17,0.00285477756900155,"2","NSMCE1"
2.22924234196789e-07,0.486048861893889,0.37,0.239,0.00305718294777477,"2","DUT"
2.34685225327215e-07,0.612352932377024,0.307,0.191,0.00321847318013743,"2","IL10RA"
2.40749683979758e-07,0.361379225650708,0.49,0.339,0.00330164116609841,"2","YWHAZ"
3.58401805835296e-07,0.271208462361941,0.795,0.617,0.00491512236522524,"2","RAC2"
4.05918124221772e-07,0.52405982766748,0.354,0.225,0.00556676115557739,"2","CD47"
4.48098258250254e-07,0.748228567006059,0.291,0.178,0.00614521951364399,"2","TRAM1"
4.66815445641473e-07,0.450877621102448,0.296,0.178,0.00640190702152717,"2","DSTN"
6.54854976283396e-07,0.317880392994812,0.842,0.731,0.0089806811447505,"2","TSC22D3"
6.71280365537592e-07,0.436228058064037,0.273,0.163,0.00920593893298254,"2","MYLIP"
7.05208539133098e-07,0.358284605603429,0.436,0.3,0.00967122990567131,"2","XRCC6"
7.38777858102628e-07,0.284128089937587,0.81,0.606,0.0101315995460194,"2","S100A10"
8.50571429572953e-07,0.571019742472074,0.296,0.185,0.0116647365851635,"2","KARS"
1.01321363930018e-06,0.351545923063717,0.332,0.214,0.0138952118493627,"2","DDX24"
1.20394442116241e-06,0.315706719379042,0.686,0.542,0.0165108937918213,"2","SNRPD2"
1.31985454268359e-06,0.394603873106367,0.33,0.211,0.0181004851983627,"2","CDC42SE2"
1.38166942856917e-06,0.633777548554547,0.316,0.202,0.0189482145433976,"2","DDIT4"
1.41429077594105e-06,0.265393707920877,0.42,0.278,0.0193955837012555,"2","C12orf57"
1.72973794411337e-06,0.250739011357314,0.865,0.73,0.0237216261655708,"2","RPL36AL"
1.88553595874698e-06,0.341253565124051,0.415,0.269,0.0258582401382561,"2","ANXA6"
2.82193871745756e-06,0.289179691961798,0.521,0.371,0.0387000675712129,"2","NDUFS5"
2.97025937618134e-06,0.52223721028331,0.318,0.207,0.0407341370849509,"2","SIGIRR"
5.17602253526576e-06,0.315074667973717,0.402,0.28,0.0709839730486346,"2","SUB1"
6.09999027406179e-06,0.455626780978048,0.253,0.156,0.0836552666184833,"2","RHOF"
6.9316305639528e-06,0.63131841255717,0.318,0.213,0.0950603815540486,"2","TAP1"
7.29079372763272e-06,0.323025242221127,0.284,0.178,0.0999859451807551,"2","CRBN"
7.75424908950437e-06,0.478948602329531,0.251,0.154,0.106341772013463,"2","RNF167"
1.10804585884701e-05,0.38464926449594,0.406,0.284,0.151957409082279,"2","KRTCAP2"
1.14155695004033e-05,1.0496106443294,0.251,0.162,0.156553120128532,"2","KIF5B"
1.21932436349939e-05,0.32202524975135,0.743,0.61,0.167218143210307,"2","IER2"
1.24441164252476e-05,0.590620941377157,0.348,0.243,0.170658612655846,"2","NDUFB4"
1.58182960784369e-05,0.412727146774843,0.4,0.285,0.216932112419684,"2","PRDX1"
1.66833990471821e-05,0.341063007954342,0.485,0.354,0.228796134533055,"2","MZT2B"
1.78761509000778e-05,0.381528006872578,0.483,0.352,0.245153533443667,"2","EIF3E"
1.99489046900579e-05,0.446471437463498,0.257,0.167,0.273579278919454,"2","NECAP2"
2.10172689588445e-05,0.492636029915593,0.275,0.176,0.288230826501593,"2","CHURC1"
2.33263933724712e-05,0.489297779840024,0.298,0.193,0.319898158710069,"2","HSPE1"
2.47451437305782e-05,0.282885687145692,0.284,0.184,0.33935490112115,"2","ARL4C"
2.56717641606285e-05,0.54945614176425,0.327,0.22,0.35206257369886,"2","TMEM14B"
2.94707182479829e-05,0.311705570285044,0.609,0.46,0.404161430052838,"2","SRSF7"
3.33946115227533e-05,0.418086926159295,0.519,0.382,0.457973702423039,"2","PTGES3"
3.42134600295738e-05,0.357905455227245,0.278,0.182,0.469203390845575,"2","HSPA5"
3.7118579027427e-05,0.295056168979758,0.327,0.225,0.509044192782133,"2","HN1"
3.78888194609923e-05,0.398090034378298,0.327,0.222,0.519607270088049,"2","XRCC5"
3.83611787226428e-05,0.357198430663541,0.501,0.353,0.526085205002323,"2","TRMT112"
3.85136374662199e-05,0.390980658507358,0.3,0.198,0.52817602421174,"2","MGST3"
4.21220483141657e-05,0.281593442373179,0.652,0.516,0.577661770580468,"2","RPL41"
4.23683939863398e-05,0.250657116311221,0.323,0.218,0.581040155128663,"2","PPP1CC"
4.61442171707642e-05,0.332108837985748,0.643,0.494,0.632821794279861,"2","GTF3A"
4.8498272047663e-05,0.388285755587346,0.257,0.166,0.66510530286165,"2","HMOX2"
5.09248927858304e-05,0.415278921749487,0.366,0.254,0.698383979664878,"2","TMED2"
5.20834771207882e-05,0.28783504092698,0.774,0.636,0.71427280523449,"2","GPSM3"
5.75891856286511e-05,0.288186121389145,0.512,0.388,0.789778091711321,"2","CIB1"
6.74928562522704e-05,0.445490872275007,0.262,0.175,0.925597030643636,"2","MATR3"
6.86779753790542e-05,0.287744930515956,0.424,0.303,0.941849754348349,"2","NDFIP1"
6.90310548804487e-05,0.34676332472883,0.262,0.171,0.946691886630473,"2","OSTC"
6.93339483322054e-05,0.391422871822017,0.345,0.246,0.950845767427865,"2","S1PR4"
7.62643114760375e-05,0.254759050062605,0.418,0.305,1,"2","CCDC109B"
7.94966099641282e-05,0.390535644199896,0.323,0.22,1,"2","EIF4B"
8.99664356619874e-05,0.286881636889791,0.309,0.212,1,"2","DEK"
9.83046904963046e-05,0.346067359717907,0.323,0.229,1,"2","IDS"
0.000104493183154817,0.424657191063853,0.3,0.203,1,"2","NDUFA12"
0.000112158894012878,0.603736107184829,0.323,0.227,1,"2","KHDRBS1"
0.000116726144795953,0.298479173564322,0.266,0.174,1,"2","USMG5"
0.000119961975295098,0.290155358659584,0.53,0.406,1,"2","EID1"
0.000159192245092408,0.306374130131222,0.546,0.408,1,"2","CUTA"
0.000169798278652931,0.442285077640705,0.318,0.225,1,"2","DOK2"
0.000210628170535693,0.305884818174424,0.262,0.179,1,"2","ATP1A1"
0.000212398358492427,0.276543309462275,0.307,0.217,1,"2","SSB"
0.000213042929505103,0.375201113387508,0.388,0.284,1,"2","CSDE1"
0.000215632474111298,0.35891907924713,0.253,0.169,1,"2","PPHLN1"
0.000219227626461821,0.343659834257805,0.28,0.192,1,"2","CCT3"
0.000229907413269413,0.305682230796978,0.37,0.267,1,"2","PYURF"
0.000252018610726154,0.4224919712748,0.372,0.264,1,"2","DYNLRB1"
0.00025427801237463,0.272769406976545,0.372,0.265,1,"2","BCAP31"
0.000269450759268022,0.369329231281391,0.312,0.222,1,"2","UBE2L3"
0.000273831679389241,0.343191298336267,0.377,0.273,1,"2","GYPC"
0.000304629700229629,0.251888176242997,0.621,0.502,1,"2","NDUFA4"
0.00031909110141168,0.392756725454117,0.255,0.177,1,"2","TMED10"
0.000351476712550147,0.252554303232179,0.257,0.174,1,"2","GRK6"
0.000389433258931408,0.270067945053107,0.296,0.207,1,"2","ANXA7"
0.00039186140760425,0.303140491452286,0.289,0.203,1,"2","DNAJC8"
0.000430799781549727,0.46071850606862,0.298,0.217,1,"2","IK"
0.000501026037995181,0.250088006153669,0.312,0.22,1,"2","P4HB"
0.000531443749160362,0.289319807693911,0.526,0.392,1,"2","ATP5A1"
0.000573516510584548,0.28207711734701,0.456,0.349,1,"2","DAD1"
0.000600882106686747,0.302393527601353,0.257,0.179,1,"2","CACYBP"
0.000651219797473748,0.3394134883241,0.271,0.189,1,"2","TMEM243"
0.000687982645753045,0.305820677014016,0.278,0.197,1,"2","FNBP1"
0.000750208634529126,0.283014988271437,0.571,0.453,1,"2","SRSF3"
0.000769054183429525,0.252514401351196,0.442,0.338,1,"2","ATP5H"
0.000970382996689444,0.390636598842226,0.262,0.187,1,"2","TRAPPC6A"
0.00117074040467988,0.424406861218637,0.255,0.175,1,"2","DCK"
0.00118236083282846,0.297796553811245,0.26,0.181,1,"2","MRPL34"
0.00123132118882054,0.25252415955823,0.302,0.22,1,"2","MDH1"
0.00123440016078869,0.638964197660411,0.257,0.182,1,"2","EWSR1"
0.00137877549500958,0.315536839710381,0.264,0.188,1,"2","MRP63"
0.00141577499054751,1.03740647980976,0.287,0.21,1,"2","NSA2"
0.0014510886134016,0.267409329369474,0.339,0.254,1,"2","ANXA11"
0.00149384425735785,0.406849662073069,0.251,0.184,1,"2","GBP2"
0.00158167433115971,0.284638567273002,0.391,0.284,1,"2","SPCS2"
0.00177168435759454,0.295312612052166,0.287,0.207,1,"2","RPS27L"
0.00253761629909913,0.290643792685145,0.391,0.3,1,"2","CYCS"
0.00297989711790564,0.25792292829941,0.339,0.252,1,"2","PSMA5"
0.00330273681699539,0.300426160482217,0.391,0.306,1,"2","HMGB2"
0.00348135539954946,0.365842275278661,0.485,0.395,1,"2","ACTR3"
0.00352181543077903,0.316714421417821,0.494,0.392,1,"2","CCND3"
0.00365563373576024,0.311213334632295,0.309,0.234,1,"2","HNRNPU"
0.00390369410490321,0.50187192068416,0.269,0.194,1,"2","STK4"
0.00479000555103278,0.26782293232266,0.296,0.225,1,"2","ARHGEF1"
0.00488714008009343,0.574136302341162,0.296,0.228,1,"2","DGUOK"
0.00491783977246511,0.304196879882243,0.271,0.203,1,"2","CKLF"
0.00513895739448071,0.340356414194699,0.377,0.297,1,"2","HNRNPM"
0.00562608050626041,0.436939774229951,0.359,0.281,1,"2","DNAJA1"
0.00579016721752129,0.404995395015391,0.269,0.206,1,"2","MX1"
0.00683115947097475,0.525837172181867,0.273,0.201,1,"2","HAX1"
0.00685898425593285,0.285411390721194,0.587,0.484,1,"2","YWHAB"
0.00788374762201546,0.359392261185675,0.481,0.377,1,"2","TMEM59"
0.00877918735353164,0.3959256653,0.257,0.192,1,"2","SF3B2"
0.00919610098822968,0.25582540820345,0.47,0.366,1,"2","NHP2L1"
0,6.89639899492649,0.937,0.041,0,"3","CD79A"
0,5.74523082073257,0.857,0.052,0,"3","MS4A1"
1.51141226154171e-277,4.61035623912003,0.914,0.141,2.0727507754783e-273,"3","CD79B"
9.63773895295669e-277,7.40224367991733,0.562,0.009,1.32171952000848e-272,"3","LINC00926"
1.4773800143005e-275,6.68445120135399,0.622,0.022,2.02607895161171e-271,"3","TCL1A"
1.32634755904513e-271,3.99361688439095,0.888,0.116,1.8189530424745e-267,"3","HLA-DQA1"
6.62795184589013e-240,7.15997780216416,0.484,0.006,9.08957316145372e-236,"3","VPREB3"
2.3925800470174e-234,4.06415482882582,0.862,0.146,3.28118427647966e-230,"3","HLA-DQB1"
3.53312031856128e-188,3.00586681287633,1,0.818,4.84532120487493e-184,"3","CD74"
2.99965859966501e-187,2.86583448375375,1,0.49,4.1137318035806e-183,"3","HLA-DRA"
3.26954390669126e-171,6.26923407722767,0.378,0.009,4.4838525136364e-167,"3","FCER2"
3.81118728382492e-169,2.52798746660057,0.986,0.443,5.2266622410375e-165,"3","HLA-DPB1"
3.07255158214357e-161,4.53353170182522,0.479,0.036,4.2136972397517e-157,"3","BANK1"
1.20384793458559e-156,2.23247068056245,0.98,0.379,1.65095705749068e-152,"3","HLA-DRB1"
6.78823798810038e-146,2.16071603882765,0.977,0.418,9.30938957688086e-142,"3","HLA-DPA1"
2.5516954429418e-140,3.85330668129725,0.521,0.064,3.49939513045039e-136,"3","HLA-DQA2"
8.21463687464018e-139,5.90899025069713,0.309,0.007,1.12655530098815e-134,"3","TSPAN13"
1.27160786054853e-138,6.76481872123596,0.298,0.006,1.74388301995626e-134,"3","FCRLA"
3.40614584389096e-132,2.06356298178962,0.963,0.735,4.67118841031206e-128,"3","CD37"
4.59992149337295e-122,2.22709069374689,0.848,0.273,6.30833233601167e-118,"3","HLA-DRB5"
3.5438952133278e-121,3.36958410885135,0.49,0.068,4.86009789555774e-117,"3","HVCN1"
1.84725015212828e-119,5.60283889058405,0.278,0.008,2.53331885862872e-115,"3","PKIG"
1.03973460705274e-116,5.50397552392662,0.287,0.011,1.42589204011213e-112,"3","HLA-DOB"
6.93142521897222e-103,2.55020881782575,0.691,0.198,9.5057565452985e-99,"3","HLA-DMA"
1.5947205569231e-102,4.69497446368084,0.281,0.015,2.18699977176433e-98,"3","BLK"
1.09241844272508e-99,5.46059367538344,0.264,0.013,1.49814265235318e-95,"3","CD72"
4.37827664470866e-99,4.55612756149662,0.287,0.018,6.00436859055345e-95,"3","GNG7"
1.68362000176614e-98,3.68046950071325,0.315,0.025,2.30891647042208e-94,"3","PDLIM1"
8.25509596940284e-94,2.93480286254791,0.544,0.124,1.13210386124391e-89,"3","HLA-DMB"
3.88748147069648e-88,4.80671806774846,0.272,0.02,5.33129208891315e-84,"3","P2RX5"
1.97165825428769e-87,4.2382517212951,0.292,0.026,2.70393212993014e-83,"3","CD40"
2.91400434710849e-74,3.81686267986358,0.347,0.056,3.99626556162459e-70,"3","EAF2"
1.29869669253957e-73,3.72553847328579,0.315,0.044,1.78103264414877e-69,"3","PPAPDC1B"
3.53745758870608e-71,3.41616139077524,0.375,0.07,4.85126933715152e-67,"3","IRF8"
4.42894556403524e-66,0.607594809415416,1,0.993,6.07385594651792e-62,"3","RPL18A"
5.24268597228702e-61,3.69083053054905,0.266,0.036,7.18981954239442e-57,"3","QRSL1"
6.22775186218655e-61,3.14989605944776,0.321,0.058,8.54073890380264e-57,"3","CYB561A3"
6.7845204116196e-60,3.63025842629799,0.284,0.044,9.30429129249512e-56,"3","MARCH1"
1.17286340450252e-55,3.53252511665354,0.266,0.042,1.60846487293476e-51,"3","MEF2C"
2.27635560410662e-53,3.16834531443624,0.324,0.069,3.12179407547182e-49,"3","SMIM14"
8.2787415813639e-52,0.638154278784302,1,0.979,1.13534662046824e-47,"3","RPS23"
2.67941353673456e-51,0.706748829397132,0.991,0.94,3.67454772427778e-47,"3","RPS11"
2.05825875641347e-49,1.96418569547417,0.461,0.149,2.82269605854543e-45,"3","LY86"
1.1161781642051e-48,3.07554979207127,0.289,0.059,1.53072673439088e-44,"3","PLEKHF2"
6.44364720704989e-48,0.567703377078507,0.997,0.974,8.83681777974821e-44,"3","RPS5"
4.65504806830231e-45,2.10094592922335,0.464,0.174,6.38393292086978e-41,"3","SNX2"
1.05379886647924e-43,0.752748346945626,0.931,0.668,1.44517976548963e-39,"3","LTB"
2.91570005430164e-40,1.4682513489362,0.693,0.423,3.99859105446927e-36,"3","ISG20"
1.33236926535194e-38,1.2323779685883,0.811,0.567,1.82721121050365e-34,"3","CXCR4"
2.67382311502041e-38,1.91571974596385,0.39,0.131,3.66688101993899e-34,"3","NCF1"
2.05956854215396e-37,0.416024544776055,1,0.999,2.82449229870995e-33,"3","RPL13A"
4.11208341722787e-37,1.11989415672408,0.874,0.776,5.6393111983863e-33,"3","LAPTM5"
1.61165656736098e-36,2.10167131885328,0.499,0.228,2.21022581647885e-32,"3","SNHG7"
3.84837558970059e-34,0.442057986120475,1,0.985,5.27766228371539e-30,"3","RPS8"
2.41693538980618e-33,0.382715466933099,0.997,0.994,3.3145851935802e-29,"3","RPL15"
3.25849574507246e-31,2.79707181514167,0.252,0.068,4.46870106479238e-27,"3","LAT2"
1.81070048358041e-30,0.436528538757744,1,0.985,2.48319464318217e-26,"3","RPL8"
1.98658686537377e-29,1.79984604227112,0.41,0.178,2.72440522717359e-25,"3","FAIM3"
1.38290294647877e-27,0.391588677826443,0.994,0.981,1.89651310080098e-23,"3","RPL18"
4.77382852193818e-25,0.378915550491221,0.997,0.993,6.54682843498601e-21,"3","RPS27"
6.76130080124629e-24,0.377716010338539,0.994,0.983,9.27244791882916e-20,"3","RPL10A"
9.61324040052542e-24,0.80268530066987,0.842,0.611,1.31835978852806e-19,"3","PTPRCAP"
1.09690040432112e-22,2.07706490009802,0.269,0.101,1.50428921448599e-18,"3","STX7"
3.36440948750368e-22,0.576232097207687,0.954,0.884,4.61395117116255e-18,"3","CD52"
3.66658715316713e-21,1.78802677860068,0.295,0.121,5.0283576218534e-17,"3","SYPL1"
1.2778310989791e-20,0.453235307314946,0.994,0.974,1.75241756913993e-16,"3","GNB2L1"
1.16219512952215e-19,0.444009128243605,0.986,0.949,1.59383440062667e-15,"3","RPSA"
6.05950928442631e-19,0.652234106983806,0.756,0.64,8.31001103266223e-15,"3","LIMD2"
7.93311772284754e-19,0.352376541901653,0.994,0.991,1.08794776451131e-14,"3","RPL12"
2.2748191377926e-17,0.332488151790572,0.997,0.983,3.11968696556877e-13,"3","RPL29"
1.38727270090632e-16,1.6115877253007,0.258,0.111,1.90250578202293e-12,"3","BIRC3"
1.99828653121446e-16,0.313846213612879,0.994,0.981,2.74045014890751e-12,"3","FAU"
7.78996163679551e-16,1.64118468515237,0.266,0.121,1.06831533887014e-11,"3","PRKCB"
2.38020181728806e-15,0.293430869645167,1,0.988,3.26420877222885e-11,"3","RPL23A"
3.70624857987893e-15,0.268667438109374,1,0.997,5.08274930244596e-11,"3","RPS18"
7.32955142989189e-15,0.34937724214778,0.994,0.96,1.00517468309537e-10,"3","RPS13"
1.70404382993964e-14,0.990848719620814,0.576,0.444,2.33692570837922e-10,"3","SNX3"
1.7601217097167e-14,0.462392546424393,0.9,0.856,2.41383091270549e-10,"3","RPS21"
2.06091956865006e-14,0.611234125586989,0.862,0.826,2.82634509644669e-10,"3","EEF2"
2.42510768256369e-14,0.307197557130057,0.997,0.974,3.32579267586784e-10,"3","RPL9"
2.62827664699836e-14,0.250431340745765,0.994,0.974,3.60441859369355e-10,"3","RPL7A"
5.07661381953322e-14,1.26553462831134,0.361,0.206,6.96206819210786e-10,"3","FAM26F"
1.24185131339296e-13,0.259323961840209,1,0.992,1.70307489118711e-09,"3","RPS19"
2.50032354718619e-13,1.11927006394838,0.481,0.324,3.42894371261114e-09,"3","POLD4"
2.63517032698893e-13,0.281192769567417,0.997,0.99,3.61387258643262e-09,"3","RPL21"
5.9321543215797e-13,0.501851212505034,0.908,0.88,8.1353564366144e-09,"3","EEF1B2"
1.0220633865225e-12,0.330222645842836,0.977,0.95,1.40165772827696e-08,"3","RPL37A"
1.33223413613695e-12,0.818675969476113,0.567,0.435,1.82702589429822e-08,"3","PLAC8"
1.4378601338398e-12,1.62415833841981,0.324,0.179,1.9718813875479e-08,"3","RPL22L1"
1.05019653327249e-11,0.302627120260987,0.968,0.949,1.44023952572989e-07,"3","RPL37"
1.478147121711e-11,0.29965709316591,0.98,0.969,2.02713096271446e-07,"3","RPL35"
1.73387492754448e-11,1.23103037391944,0.335,0.202,2.3778360756345e-07,"3","SEC62"
1.77426425883657e-11,0.378628967015953,0.883,0.822,2.43322600456847e-07,"3","GLTSCR2"
3.02745716987569e-11,1.18349636148657,0.327,0.198,4.15185476276752e-07,"3","RCSD1"
3.26541588576922e-11,0.280926866408297,0.986,0.967,4.47819134574391e-07,"3","RPL5"
9.64537005521644e-11,0.277364397102022,0.989,0.979,1.32276604937238e-06,"3","RPS3A"
1.10756234591795e-10,0.943245696662947,0.476,0.356,1.51891100119187e-06,"3","PNISR"
8.50335708091538e-10,1.38193289929471,0.258,0.146,1.16615039007674e-05,"3","BLOC1S2"
9.96533649489688e-10,0.278818555121464,0.974,0.954,1.36664624691016e-05,"3","RPL27"
2.05265712434699e-09,1.14439449024658,0.304,0.187,2.81501398032946e-05,"3","TMEM243"
2.35753568461383e-09,0.533187055963362,0.616,0.511,3.23312443787941e-05,"3","HMGN1"
4.38117981096423e-09,1.02262523710854,0.261,0.15,6.00834999275634e-05,"3","RNASEH2B"
4.89763827689782e-09,1.07539668408144,0.255,0.143,6.71662113293767e-05,"3","POU2F2"
9.8193484036893e-09,0.844001463268988,0.464,0.344,0.000134662544008195,"3","CD69"
1.11976055974136e-08,1.01035620993147,0.252,0.147,0.00015356396316293,"3","DRAM2"
2.20875920429919e-08,0.383351678581394,0.811,0.718,0.000302909237277591,"3","RPSAP58"
4.14813184974261e-08,0.423932024480615,0.788,0.743,0.000568874801873701,"3","TSC22D3"
5.33468030919666e-08,0.850359086969058,0.33,0.227,0.00073159805760323,"3","ZFP36L1"
6.06062787800436e-08,1.02090867153684,0.567,0.453,0.000831154507189518,"3","SELL"
7.33221592238842e-08,0.446126999525708,0.699,0.629,0.00100554009159635,"3","EIF4A2"
1.60123142339544e-07,0.259658782281974,0.88,0.802,0.0021959287740445,"3","ARPC3"
4.7560146464733e-07,0.655763788769022,0.602,0.532,0.00652239848617349,"3","CD53"
5.16462369821912e-07,0.824076870447766,0.355,0.255,0.0070827649397377,"3","SP100"
5.74233380593179e-07,0.440297437849199,0.65,0.6,0.00787503658145485,"3","ATP6V1G1"
6.40345079470433e-07,0.329963672123894,0.911,0.873,0.00878169241985751,"3","BTG1"
1.27074303289826e-06,1.1250242102984,0.264,0.177,0.0174269699531668,"3","DCK"
2.91997816685214e-06,0.479798184083263,0.665,0.619,0.0400445805802102,"3","CCNI"
3.03039668734421e-06,1.10071017064269,0.269,0.183,0.0415588601702385,"3","EZR"
3.49188809559507e-06,1.06801628804669,0.289,0.208,0.0478877533429908,"3","PAPOLA"
6.15003579272347e-06,0.779107586794606,0.37,0.28,0.0843415908614097,"3","PTPN6"
6.53492997711324e-06,0.680245217343831,0.53,0.472,0.089620029706131,"3","ANAPC16"
6.91334428106143e-06,0.864918148377403,0.284,0.2,0.0948096034704765,"3","HERPUD1"
1.28580983064056e-05,0.741337235842156,0.352,0.271,0.176335960174047,"3","SP110"
1.36267206505303e-05,0.647540803145743,0.587,0.55,0.186876847001372,"3","UCP2"
2.66612433628562e-05,0.480999629640491,0.59,0.553,0.36563229147821,"3","ERP29"
2.81115085360442e-05,1.45053808578185,0.307,0.231,0.38552122806331,"3","RASGRP2"
3.07332330320789e-05,0.400380814327224,0.722,0.7,0.421475557801931,"3","CIRBP"
4.99736008039763e-05,0.415986424580349,0.765,0.753,0.685337961425731,"3","TXNIP"
5.65798532443936e-05,0.73486215430552,0.358,0.293,0.775936107393613,"3","FAM65B"
7.08321879027253e-05,0.913787017864812,0.287,0.214,0.971392624897974,"3","TAF7"
7.89187991890649e-05,0.323288237653732,0.845,0.854,1,"3","RPL23"
0.000100883474992645,0.621074489246612,0.318,0.239,1,"3","RHOH"
0.000116457137447865,0.834524854748291,0.37,0.305,1,"3","STK17A"
0.000131659756680872,0.355172001105014,0.685,0.679,1,"3","NBEAL1"
0.000231678922989094,0.608978639159817,0.33,0.259,1,"3","LSM7"
0.000265099259716049,0.340575159010314,0.645,0.63,1,"3","HNRNPA2B1"
0.000360708029256107,0.894054306612151,0.266,0.202,1,"3","LSM10"
0.000363994847938758,0.826983882781023,0.278,0.217,1,"3","TSTD1"
0.000565200574973378,0.547912496084942,0.37,0.317,1,"3","EVI2B"
0.000648949842159045,0.699605459496352,0.272,0.211,1,"3","TCEA1"
0.00069491069841284,0.573708409671221,0.355,0.301,1,"3","EIF4G2"
0.000916499696040892,0.547914415346428,0.596,0.601,1,"3","HNRNPDL"
0.00108899286188972,0.600024087368276,0.639,0.629,1,"3","HMGB1"
0.00160033914947889,0.722079935389165,0.33,0.288,1,"3","SEP15"
0.00221889319981607,0.694926499920572,0.484,0.448,1,"3","UQCRH"
0.00661552608393256,0.40711005863773,0.504,0.492,1,"3","HNRNPK"
0.0072657207948199,0.430178086617459,0.507,0.492,1,"3","RNASET2"
0.00877854647894102,0.488020207271549,0.335,0.297,1,"3","GDI2"
0.00901090564886619,0.586543969902018,0.327,0.298,1,"3","SPCS2"
2.27402109835353e-192,4.49579954148863,0.622,0.054,3.11859253428202e-188,"4","GZMK"
1.252981276568e-191,3.19293266525299,0.96,0.238,1.71833852268535e-187,"4","CCL5"
2.98416700352369e-187,2.49815439943922,0.97,0.218,4.09248662863239e-183,"4","NKG7"
1.5514683141984e-176,2.56767800528775,0.806,0.122,2.12768364609168e-172,"4","CST7"
3.28838652847659e-172,2.56832186830411,0.809,0.123,4.50969328515279e-168,"4","GZMA"
3.39436810978454e-117,2.25441255046223,0.823,0.233,4.65503642575852e-113,"4","CTSW"
9.78885057590621e-104,3.21320159363764,0.492,0.072,1.34244296797978e-99,"4","CD8A"
1.13751266158307e-97,3.03840231340568,0.472,0.072,1.55998486409502e-93,"4","KLRG1"
9.90960457636202e-89,3.53781019613154,0.415,0.06,1.35900317160229e-84,"4","GZMH"
2.92251125876292e-88,2.38155556749735,0.582,0.134,4.00793194026747e-84,"4","LYAR"
3.121710445259e-86,0.693572069751728,1,1,4.28111370462819e-82,"4","B2M"
2.51557839367288e-77,1.50450359969298,0.957,0.503,3.44986420908299e-73,"4","IL32"
4.25177694735092e-76,0.899805129534112,1,0.977,5.83088690559705e-72,"4","HLA-C"
1.03126818476569e-69,1.34807468064975,0.515,0.113,1.41428118858766e-65,"4","PRF1"
1.3058574262976e-67,2.19788703393428,0.619,0.199,1.79085287442453e-63,"4","GZMM"
1.58119667552782e-64,0.817575269949662,1,0.958,2.16845312081886e-60,"4","HLA-A"
1.29767606489526e-51,2.19149430119112,0.441,0.113,1.77963295539736e-47,"4","HOPX"
6.88053389291753e-51,1.23218456154051,0.88,0.476,9.4359641807471e-47,"4","CD3D"
3.18912371828441e-46,1.16434601181597,0.913,0.607,4.37356426725524e-42,"4","PTPRCAP"
3.273283633595e-45,2.55134240814168,0.264,0.045,4.48898117511218e-41,"4","MATK"
1.35803737376782e-41,1.25356126226613,0.789,0.508,1.86241245438519e-37,"4","HCST"
2.84351076697021e-41,2.80218471048931,0.304,0.069,3.89959066582294e-37,"4","NCR3"
3.83601652366523e-41,1.4755059969541,0.344,0.085,5.2607130605545e-37,"4","CCL4"
